,Material,Chemical_formula,Band_gap_HSE,Direct_or_indirect_HSE,Band_gap_GGA,Space_group_cif,Free_energy
3358,Na2O4S1,Na2(SO4),6.921798,Indirect,5.108754,70.0,-5.6323411585714
3359,Na2O5Si2,Na2(Si2O5),6.207136,Indirect,4.512611,14.0,-6.7843655841667
3360,Na2O5Si2,Na2(Si2O5),6.184385,Indirect,4.499109,14.0,-6.7838747819444
3361,Na2O5Si2,Na2(Si2O5),6.176892,Direct,4.464715,29.0,-6.7601682672222
3362,Nb1O4Y1,Y(NbO4),4.946413,Indirect,3.448505,15.0,-9.1661996716667
3363,Nb1O5P1,NbPO5,4.805562,Indirect,3.273537,85.0,-8.1610675978571
3364,Nb1O5P1,NbO(PO4),4.827401,Indirect,3.293002,85.0,-8.1599370128571
3365,Nb1O5P1,NbOPO4,4.837554,Indirect,3.302186,85.0,-8.1574657564286
3366,O3Pb1S1,Pb(SO3),4.93563,Indirect,3.719349,62.0,-5.8290697115
3367,O3Se1Sr1,Sr(SeO3),4.974393,Indirect,3.677109,11.0,-5.900318564
3368,O3Sn1Sr1,Sr(SnO3),3.056483,Indirect,1.706915,62.0,-6.3071285485
3369,O3Sn1Sr1,SrSnO3,3.080159,Indirect,1.727654,62.0,-6.307121282
3370,O3Sn1Sr1,Sr(SnO3),3.072174,Indirect,1.719512,62.0,-6.307090088
3371,O4Pb1W1,Pb(WO4),4.024318,Indirect,2.963973,88.0,-7.9887910091667
3372,O4Si1Zr1,ZrSiO4,6.542942,Indirect,4.744622,141.0,-8.7732982833333
3373,O4Sn1Sr2,Sr2(SnO4),4.16267,Indirect,2.626579,56.0,-6.2503934189286
3374,O4Sn1Sr2,Sr2(SnO4),4.359342,Indirect,2.809907,139.0,-6.2427090628571
3375,O4Sn1Sr2,Sr2SnO4,4.366209,Indirect,2.812155,139.0,-6.2426315142857
3376,O4Sn1Sr2,Sr2(SnO4),4.370724,Indirect,2.815701,139.0,-6.2423659557143
3377,O4Sn1W1,Sn(WO4),4.361441,Indirect,3.387461,198.0,-7.9660260095833
3378,O4Sr1W1,Sr(WO4),5.752691,Direct,4.28502,88.0,-8.3904982733333
3379,O6Pb3S1,Pb3O2(SO4),3.92422,Indirect,2.931446,11.0,-5.81867779
3380,O6Se2Sn1,Sn(SeO3)2,4.430917,Indirect,3.015705,14.0,-5.5583935388889
3381,O7P2Si1,SiP2O7,7.008443,Direct,4.950619,14.0,-7.2998548935
3382,O7Si2Y2,Y2(Si2O7),6.869337,Indirect,5.146206,62.0,-8.5403883375
3383,O7Si2Y2,Y2(Si2O7),6.872194,Indirect,5.149029,33.0,-8.5403663431818
3384,O7Si2Y2,Y2(Si2O7),6.414055,Indirect,4.717548,2.0,-8.5309122334091
3385,O7Si2Y2,Y2(Si2O7),6.298291,Direct,4.613684,11.0,-8.5198074045455
3386,O7Sn2Y2,Y2(Sn2O7),4.264362,Direct,2.777798,227.0,-7.6286557704545
3387,O7Ti2Y2,Y2Ti2O7,4.0208,Direct,2.571967,227.0,-9.0202623027273
3388,O9Si3Sr3,Sr3Si3O9,6.011012,Direct,4.365369,2.0,-7.389861804
3389,O4S1Sn1,Sn(SO4),4.577806,Direct,3.453623,2.0,-5.9813802641667
3390,As1Dy1O4,Dy(AsO4),5.758533,Direct,3.82947,141.0,-7.224459655
3391,Dy1Li1O2,DyLiO2,5.736839,Direct,4.17898,14.0,-7.045455033125
3392,Dy1O4Ta1,DyTaO4,5.484606,Indirect,3.991547,13.0,-9.3156633025
3393,Dy2Hf2O7,Dy2Hf2O7,4.682836,Direct,3.147572,227.0,-9.3728364595455
3394,Hf1O3Sr1,Sr(HfO3),5.542522,Indirect,4.046407,74.0,-8.69723661
3395,O3Sn1Sr1,Sr(SnO3),3.326125,Indirect,1.846445,74.0,-6.306830742
3396,O7Sn2Y2,Y2Sn2O7,4.270271,Direct,2.781953,227.0,-7.6287231468182
3397,O4P1Sb1,SbPO4,5.26749,Indirect,4.006465,11.0,-6.7878138408333
3398,O4S1Sn1,Sn(SO4),4.953228,Indirect,3.757809,62.0,-5.99021290875
3399,O6Pb3S1,Pb3O2SO4,3.937095,Indirect,2.941886,11.0,-5.8187821015
3400,O4Si1Zn2,Zn2(SiO4),5.01959,Direct,3.643928,62.0,-5.9664229535714
3401,O4Si1Zn2,Zn2(SiO4),4.839738,Indirect,3.459265,122.0,-5.957818105
3402,O4Si1Zn2,Zn2(SiO4),4.827481,Direct,3.331122,61.0,-5.9268069060714
3403,Ba2O4Sn1,Ba2SnO4,4.184926,Indirect,2.64967,139.0,-6.2603149157143
3404,Dy2O1S2,Dy2OS2,3.11119,Direct,2.150427,62.0,-7.090279271
3405,Ba1N2O6,Ba(NO3)2,5.58938,Direct,3.60187,205.0,-6.48651
3406,K1N1O3,K(NO3),4.98098,Direct,2.96354,160.0,-5.84156
3407,K1N1O3,K(NO3),5.30953,Direct,3.28903,62.0,-5.83163
3408,Li1N1O3,Li(NO3),5.014179,Indirect,2.985228,167.0,-5.985922102
3409,N1Na1O3,Na(NO3),4.9874,Direct,2.95244,167.0,-5.86132
3410,N1O1Ta1,TaON,3.22508,Direct,2.17118,12.0,-10.2842
3411,Cd2O4Sn1,Cd2SnO4,1.76859,Indirect,0.383848,55.0,-4.9282163335714
3412,Ag2Bi1O3,Ag2BiO3,1.186643,Indirect,0.505096,7.0,-4.6084957108333
3413,Ba1O3Pb1,Ba(PbO3),0.667699,Direct,0.249433,74.0,-5.775842331
3414,Ba1O3Sn1,Ba(SnO3),1.883683,Indirect,0.325554,221.0,-6.303758214
3415,Cd2O4Sn1,Cd2(SnO4),1.771079,Indirect,0.385322,55.0,-4.9281680942857
3416,Cl2Hg3O2,Hg3O2Cl2,1.176844,Direct,0.208789,14.0,-2.435024955
3417,Hg6O8P2,(Hg2)3(PO4)2,1.212545,Indirect,0.722759,14.0,-4.391345229375
3418,O4Sr1Tl2,SrTl2O4,1.030737,Direct,0.165199,62.0,-5.0041717878571
3419,Ag1Al1O2,Ag(AlO2),2.390096,Indirect,0.84594,33.0,-5.99147438125
3420,Cd1Ge1O3,Cd(GeO3),2.9561,Indirect,1.357819,15.0,-5.4275772765
3421,Cd1Ge1O3,Cd(GeO3),2.272021,Direct,0.760511,62.0,-5.346716449
3422,Cd1In2O4,CdIn2O4,2.430416,Indirect,1.008004,141.0,-5.1484635764286
3423,Cd2Ge1O4,Cd2(GeO4),2.544966,Direct,1.002749,62.0,-5.0335039482143
3424,Cd2Ge1O4,Cd2(GeO4),2.546428,Direct,1.003982,62.0,-5.0334891503571
3425,Cd2O7Sb2,Cd2(Sb2O7),2.088748,Direct,0.525486,74.0,-5.3697317977273
3426,Cl2Hg4O2,Hg4O2Cl2,2.831961,Indirect,1.871972,15.0,-2.15346914
3427,Hg2Mo2O7,Hg2(Mo2O7),2.368939,Indirect,1.693567,13.0,-6.5711806290909
3428,Hg2O3Se1,Hg2(SeO3),2.809866,Direct,1.985669,14.0,-3.6747208875
3429,K1O3Sb1,K(SbO3),2.467165,Indirect,0.988116,227.0,-5.5766980935
3430,K2O3Pb1,K2PbO3,2.498156,Direct,1.159345,62.0,-4.658209595
3431,Mg1O6Sb2,Mg(Sb2O6),2.621329,Direct,1.011968,136.0,-6.1456859655556
3432,Na1O3Sb1,Na(SbO3),2.599313,Direct,1.351633,62.0,-5.629631849
3433,O3Pb1Ti1,PbTiO3,2.816176,Indirect,1.642937,99.0,-7.522594688
3434,O3Sn1Sr1,Sr(SnO3),2.577727,Indirect,0.969035,221.0,-6.255919006
3435,O4Pb1Sr2,Sr2(PbO4),2.311968,Indirect,1.344467,55.0,-5.8950087107143
3436,Cd1Ge1O3,Cd(GeO3),2.736814,Indirect,1.168286,88.0,-5.419763771875
3437,Hg4N2O8,(Hg2(OHg)2)(NO3)2,2.26358,Direct,1.36603,14.0,-4.39409
3438,N1O1Ta1,TaON,2.9855,Direct,1.89266,14.0,-10.3015
3439,Ba1O3Ru1,BaRuO3,0.0,Indirect,0.0,194.0,-6.99346733
3440,Mo1O3Sr1,SrMoO3,0.0,Indirect,0.0,221.0,-7.837154084
3441,Ba1O3Ru1,Ba(RuO3),0.0,Direct,0.0,194.0,-6.9762926236667
3442,O3Rb0.333W1,Rb0.333WO3,0.0,Indirect,0.0,193.0,-8.6863575307692
3443,O3Ru1Sr1,Sr(RuO3),0.0,Indirect,0.0,140.0,-6.937696157
3444,O3Sr1Tc1,Sr(TcO3),2.615565,Direct,0.583472,62.0,-7.5048971455
3445,Ba1O3Ru1,BaRuO3,0.091153,Indirect,0.0,166.0,-7.004937824
3446,Ba1O3Ru1,Ba(RuO3),0.238111,Indirect,0.0,194.0,-6.993466837
3447,La1O3Ti1,LaTiO3,0.944514,Indirect,0.0,62.0,-8.5860079275
3448,O3Ti1Y1,YTiO3,0.704067,Indirect,0.0,62.0,-9.016107315
3449,Ag3B1O3,Ag3BO3,0.0,Indirect,0.0,155.0,-5.1065131214286
3450,Al1Ce1O3,CeAlO3,0.0,Direct,0.0,221.0,-7.740990108
3451,As2O6Pd1,Pd(As2O6),0.0,Indirect,0.168997,162.0,-5.8254643133333
3452,Ba1O3Pb1,Ba(PbO3),0.0,Direct,0.0,221.0,-5.752278632
3453,Ba1O3Ru1,BaRuO3,0.0,Direct,0.0,194.0,-6.9763230738333
3454,Ba2Nb5O9,Ba2(Nb5O9),0.0,Indirect,0.0,123.0,-8.671319015
3455,C1Cd1O3,Cd(CO3),0.0,Indirect,0.0,167.0,-3.358853352
3456,Ca1Nb1O3,Ca(NbO3),0.0,Indirect,0.0,62.0,-8.0390195965
3457,Ca1O3Sn1,Ca(SnO3),0.0,Indirect,0.0,221.0,-4.902527812
3458,Cd1O3Ti1,Cd(TiO3),0.0,Indirect,0.0,221.0,-4.896881846
3459,Ce1Nb1O4,Ce(NbO4),0.0,Direct,0.0,15.0,-7.45237
3460,Cs2O6S2,Cs2(S2O6),0.0,Indirect,0.0,190.0,-3.3124451465
3461,Ga1La1O3,La(GaO3),0.0,Direct,0.0,221.0,-5.773342284
3462,I1O3Tl1,Tl(IO3),0.0,Indirect,0.0,160.0,-4.052073108
3463,K1Mo4O6,KMo4O6,0.0,Indirect,0.0,81.0,-8.4992992122727
3464,K1O6Os2,KOs2O6,0.0,Indirect,0.0,227.0,-7.08947398
3465,La1Nb1O4,La(NbO4),0.0,Direct,0.0,15.0,-7.36817
3466,La1O3Ti1,LaTiO3,0.0,Direct,0.0,221.0,-8.64572705
3467,Li1Mo1O2,Li(MoO2),0.0,Indirect,0.0,166.0,-7.52225629
3468,Mo1O3Sr1,Sr(MoO3),0.0,Indirect,0.0,221.0,-7.83715407
3469,Na1O4Pt3,Na1Pt3O4,0.0,Indirect,0.0,223.0,-5.689957451875
3470,O3Rb0.333W1,Rb0.333WO3,0.0,Indirect,0.0,173.0,-8.6799034069231
3471,O3Ru1Sr1,Sr(RuO3),0.0,Direct,0.0,221.0,-6.894400952
3472,O3Sr1Tc1,Sr(TcO3),0.0,Indirect,0.0,221.0,-7.437014618
3473,O3Ti1Y1,Y(TiO3),0.769515,Indirect,0.0,62.0,-9.0088392895
3474,O4Ru1Sr2,Sr2RuO4,0.0,Indirect,0.0,139.0,-6.7205031057143
3475,O7Ru2Tl2,Tl2Ru2O7,0.0,Direct,0.0,227.0,-6.1321984127273
3476,Mo1O3Sr1,Sr(MoO3),0.0,Indirect,0.0,140.0,-7.842611231
3477,O3Sr1Tc1,Sr(TcO3),0.0,Indirect,0.0,140.0,-7.452221585
3478,Al4Ca1O7,CaO(Al2O3)2,5.758751,Direct,4.053173,15.0,-7.36292652875
3479,Al4Ca1O7,Ca(Al4O7),5.752675,Direct,4.047935,15.0,-7.36290738375
3480,C4O4Pb1,Pb(O2CC2CO2),4.370241,Indirect,2.976103,141.0,-7.3740747627778
3481,Ca1O3Zr1,Ca(ZrO3),4.933837,Indirect,3.37256,221.0,-8.212907952
3482,Nb1O4Sb1,SbNbO4,3.376026,Indirect,2.369434,52.0,-7.7354533583333
3483,K2O3S1,K2(SO3),6.227372,Indirect,4.876836,164.0,-5.2280003716667
3484,B3Na3O6,Na3(BO2)3,6.156281,Direct,4.454754,167.0,-6.7651077025
3485,Ba1Ce1O3,Ba(CeO3),4.050097,Direct,2.664701,62.0,-7.382447224
3486,Ba1Ce1O3,Ba(CeO3),4.028543,Indirect,2.665014,62.0,-7.3827703595
3487,Ce1O3Sr1,Sr(CeO3),4.070767,Indirect,2.702689,62.0,-7.3542852425
3488,Ca1H2O2,Ca(OH)2,6.250176,Direct,4.46859,164.0,-5.609644296
3489,O4Pb2Sn1,SnPb2O4,3.067772,Indirect,2.060232,55.0,-5.8148570689286
3490,K2O3Sn2,K2(Sn2O3),1.763538,Direct,1.080193,146.0,-4.96022833
3491,Ag1Cl1O4,Ag(ClO4),4.446148,Indirect,2.526893,216.0,-3.8685833766667
3492,Ba1I2O6,Ba(IO3)2,4.516332,Indirect,3.301365,15.0,-4.9231067005556
3493,Bi2Cd1O4,Bi2CdO4,3.895156,Indirect,2.722783,141.0,-5.2047195866071
3494,Bi2Cd1O4,Bi2(CdO4),3.898843,Indirect,2.725961,141.0,-5.2047694135714
3495,Cl1K1O4,K(ClO4),6.951158,Indirect,5.132977,216.0,-4.36090433
3496,Cl1O4Rb1,Rb(ClO4),7.019754,Indirect,5.196275,216.0,-4.36502497
3497,Cl1O4Tl1,Tl(ClO4),6.277995,Direct,4.60958,216.0,-4.2219373216667
3498,Na2O4S1,Na2(SO4),7.001731,Indirect,5.13952,62.0,-5.6201799875
3499,Cl2O5Sb4,Sb4Cl2O5,3.555796,Indirect,2.635571,14.0,-5.3564367422727
3500,Cl2O5Sb4,Sb4O5Cl2,3.552903,Indirect,2.632872,14.0,-5.3563844418182
3501,Cl2O6Pb1,Pb(ClO3)2,5.799177,Indirect,4.312954,43.0,-4.3700027677778
3502,Cl2O6Sr1,Sr(ClO3)2,6.988163,Indirect,5.230796,43.0,-4.659418845
3503,Al1K1O2,K(AlO2),5.287889,Direct,3.686873,92.0,-6.22491360375
3504,Cs1O4Re1,Cs(ReO4),5.438318,Direct,4.109212,141.0,-7.3743301583333
3505,C1Li4O4,Li4(CO4),6.332092,Indirect,4.654853,8.0,-5.80203956
3506,Ga2O9Te3,Ga2(TeO3)3,5.10277,Indirect,3.773706,176.0,-5.6080917025
3507,Al1O2Tl1,TlAlO2,3.34681,Indirect,2.178953,166.0,-6.06795568625
3508,Ge1O6Se2,Ge(SeO3)2,4.415756,Indirect,2.679825,205.0,-5.5957680944444
3509,Ge2In2O7,In2(Ge2O7),3.494612,Direct,1.840508,12.0,-6.0308544172727
3510,Ge2K6O7,K6(Ge2O7),4.494221,Indirect,2.917631,7.0,-4.9907532023333
3511,Ge2O7Rb6,Rb6(Ge2O7),4.487394,Direct,2.90466,14.0,-4.9000828783333
3512,H1Li1O1,Li(OH),6.251276,Direct,4.565254,129.0,-4.9753160366667
3513,H1Na1O1,Na(OH),5.144081,Direct,3.375909,11.0,-4.5570381766667
3514,Na2O4S1,Na2(SO4),6.935973,Indirect,5.182372,164.0,-5.6285145421429
3515,H2Mg2O3,Mg2O(OH)2,5.957753,Direct,4.196127,164.0,-5.5182100514286
3516,H2Mg3O4,Mg3O2(OH)2,6.028548,Direct,4.284791,164.0,-5.3279257644444
3517,H2Mg5O6,Mg5O4(OH)2,6.113886,Direct,4.369108,164.0,-5.7176017638462
3518,H2O2Pb1,PbO(H2O),3.527949,Indirect,2.602162,62.0,-5.028700865
3519,Al1H3O3,Al(OH)3,8.048023,Direct,6.21108,62.0,-5.7899952164286
3520,Cs1H3O2,Cs(OH)(H2O),6.476317,Indirect,4.973855,141.0,-4.6300313333333
3521,H4Mg3O5,Mg3O(OH)4,5.998309,Direct,4.255474,164.0,-5.45416712
3522,Hf1O3Pb1,Pb(HfO3),3.53846,Direct,2.400838,221.0,-8.2417624
3523,Hf1O3Pb1,Pb(HfO3),3.764064,Direct,2.715827,55.0,-8.277056095
3524,I2K4O9,K4(O3(IO3)2),3.831403,Direct,2.092277,194.0,-4.4445379023333
3525,K2O4Se1,K2(SeO4),5.482238,Direct,3.601573,62.0,-5.0247884267857
3526,K3O4Sb1,K3(SbO4),3.249604,Indirect,1.746023,13.0,-4.894953489375
3527,K4O12Zr5,K4Zr5O12,4.608876,Direct,3.249995,164.0,-7.9868770671429
3528,Al1O4P1,Al(PO4),7.208303,Indirect,5.424111,4.0,-7.4772876475
3529,C1Li4O4,Li4(CO4),7.646001,Direct,5.81235,31.0,-5.8063183205556
3530,Cl1Li1O4,Li(ClO4),7.890247,Indirect,5.770557,62.0,-4.46722486625
3531,I1Li1O3,Li(IO3),5.056714,Indirect,3.611446,33.0,-4.6230932585
3532,Mg1Mo1O4,Mg(MoO4),4.728087,Indirect,3.373451,12.0,-7.61540470625
3533,Mg1O4Sb2,MgSb2O4,3.196397,Indirect,2.290856,135.0,-6.01005371
3534,Mg1O5Te2,Mg(Te2O5),3.257887,Direct,2.317857,60.0,-5.58575644875
3535,Mo1O4Tl2,Tl2(MoO4),3.241434,Indirect,2.363924,164.0,-6.5530206185714
3536,Mo1O5Pb2,Pb2O(MoO4),3.239767,Indirect,2.331322,12.0,-6.981805685
3537,Ba1Ce1O3,BaCeO3,4.048869,Direct,2.666243,62.0,-7.3824953405
3538,Cl6O3Si3,Si3O3Cl6,7.110505,Indirect,5.568402,2.0,-5.322817125
3539,Na1O3P1,Na(PO3),6.821603,Indirect,5.017518,14.0,-6.5469175775
3540,C1Li4O4,Li4(CO4),7.188804,Indirect,5.426503,7.0,-5.8259212905556
3541,Al2O5Si1,Al2(SiO4)O,6.828885,Direct,4.998391,58.0,-7.656741085625
3542,Ag2O4S1,Ag2(SO4),3.031638,Indirect,1.248019,70.0,-5.045213775
3543,Ba1O4S1,Ba(SO4),6.066554,Indirect,4.492593,216.0,-6.4181310833333
3544,Ba3Nb2O8,Ba3(Nb2O8),6.160752,Indirect,4.667362,166.0,-7.8721185769231
3545,Ca1O4S1,CaSO4,7.444511,Direct,5.51525,62.0,-6.4659335075
3546,Ca3O5Si1,Ca3(SiO4)O,4.757694,Direct,3.309273,8.0,-6.9995215003704
3547,Ca3O8P2,Ca3(PO4)2,7.293927,Indirect,5.538789,166.0,-7.1896281153846
3548,Cd2Nb2O7,Cd2(Nb2O7),3.404111,Indirect,1.946243,227.0,-7.1462167254545
3549,Cd2O17P6,Cd2P6O17,6.231378,Indirect,4.371931,14.0,-6.6813410612
3550,Cl1Na1O4,Na(ClO4),6.232289,Indirect,4.484292,216.0,-4.25895968
3551,Cl1Na1O4,NaClO4,7.218352,Direct,5.217192,62.0,-4.35423136125
3552,Hg1O3Se1,Hg(SeO3),3.418463,Indirect,2.023982,62.0,-4.3116324225
3553,I1O7Sb5,Sb5O7I,3.321439,Indirect,2.417516,190.0,-5.5950332069231
3554,K1O3P1,K(PO3),6.507008,Direct,4.786315,62.0,-6.517774539
3555,Al2O5Si1,Al2SiO5,6.835557,Direct,5.004125,58.0,-7.6562814709375
3556,Mo1O4Rb2,Rb2(MoO4),5.662978,Direct,4.256198,62.0,-6.69101503
3557,C1Li4O4,Li4(CO4),6.886262,Indirect,5.105558,8.0,-5.8085236044444
3558,Al4Bi2O9,Bi2(Al4O9),3.810564,Direct,2.61805,55.0,-6.9362115603333
3559,Na1Nb1O3,Na(NbO3),3.686072,Direct,2.373858,26.0,-7.6902842995
3560,Na1Nb1O3,Na(NbO3),3.700369,Direct,2.38758,26.0,-7.6901768235
3561,Na1Nb1O3,Na(NbO3),3.694668,Direct,2.402748,31.0,-7.688768433
3562,Na1Nb1O3,Na(NbO3),3.789729,Indirect,2.472847,6.0,-7.6769833455
3563,Na1Nb1O3,Na(NbO3),3.411349,Indirect,2.13782,62.0,-7.6851042615
3564,Na1O3Ta1,Na(TaO3),3.529549,Indirect,2.238931,221.0,-8.25557824
3565,Na8O18Si7,Na8Si(Si6O18),6.278296,Indirect,4.508485,148.0,-6.6326043475758
3566,Nb1O3Rb1,RbNbO3,4.908201,Indirect,3.445952,2.0,-7.590018685
3567,Nb1O5P1,NbO(PO4),4.677054,Indirect,3.133788,129.0,-8.1656450807143
3568,Nb1O5P1,Nb(PO4)O,3.612592,Indirect,2.270336,62.0,-8.1924854542857
3569,Nb2O6Pb1,Pb(Nb2O6),3.746882,Indirect,2.528332,160.0,-8.2301366637037
3570,O4Se1Tl2,Tl2(SeO4),4.616268,Direct,3.271716,62.0,-4.8212593117857
3571,O6Se2Sn1,Sn(SeO3)2,4.14472,Indirect,2.566803,205.0,-5.5619732911111
3572,O7P2Sn1,Sn(P2O7),5.205814,Direct,3.319204,205.0,-6.93879372875
3573,Ba3O9Y4,Ba3Y4O9,4.799136,Direct,3.407647,146.0,-7.93627900125
3574,Bi2O7Sn2,Bi2(Sn2O7),3.816448,Indirect,2.708654,227.0,-6.0581342872727
3575,Be8Na6O11,Na6Be8O11,5.275405,Indirect,3.69012,2.0,-5.963654632
3576,Na2O4S1,Na2(SO4),6.894736,Direct,5.081814,52.0,-5.6291458660714
3577,Hf1O3Sr1,Sr(HfO3),5.622763,Indirect,4.132945,140.0,-8.695881712
3578,Hf1O3Sr1,Sr(HfO3),5.523998,Indirect,4.040156,140.0,-8.687422059
3579,Hf1O3Sr1,Sr(HfO3),5.191914,Indirect,3.716634,221.0,-8.662590138
3580,Hf1O3Sr1,Sr(HfO3),5.266355,Indirect,3.784445,99.0,-8.669573186
3581,Hg1O2Sr1,Sr(HgO2),3.787976,Indirect,2.253538,154.0,-4.62325355
3582,Al4Ca1O7,CaAl4O7,5.74558,Direct,4.044665,15.0,-7.3577393029167
3583,C1Na2O3,Na2(CO3),5.39764,Direct,3.593749,194.0,-6.19086738
3584,Ca1O4S1,Ca(SO4),7.754818,Direct,5.953616,180.0,-6.5211213138889
3585,C1Li4O4,Li4(CO4),6.940127,Indirect,5.160866,8.0,-5.8082574566667
3586,O3Pb1Zr1,PbZrO3,3.477219,Direct,2.311379,221.0,-7.854253252
3587,O3Sn1Sr1,Sr(SnO3),3.324648,Indirect,1.812034,140.0,-6.302000552
3588,O3Sr1Te1,Sr(TeO3),4.529656,Direct,3.332872,1.0,-5.866576865
3589,O3Sr1Zr1,Sr(ZrO3),5.278011,Indirect,3.74623,140.0,-8.311150118
3590,O3Sr1Zr1,Sr(ZrO3),4.904946,Indirect,3.382063,221.0,-8.279014398
3591,O4Pb1S1,PbSO4,5.563416,Indirect,4.200505,62.0,-5.9655070520833
3592,O4S1Sr1,Sr(SO4),7.791115,Indirect,5.917283,62.0,-6.4816810020833
3593,O4Si1Sr2,Sr2(SiO4),5.97755,Direct,4.349112,62.0,-7.0921044242857
3594,O4Ta1Y1,Y(TaO4),4.379073,Indirect,2.954389,15.0,-8.2012243133333
3595,O7Sr3Zr2,Sr3Zr2O7,4.774369,Indirect,3.266581,47.0,-7.9092011975
3596,As2Cd2O7,Cd2(As2O7),3.259892,Indirect,1.565907,12.0,-5.3572788809091
3597,As2O8Sr3,Sr3(AsO4)2,5.924329,Indirect,4.039163,166.0,-6.41892351
3598,As5Cs3O9,Cs3(As5O9),4.214945,Indirect,3.066499,157.0,-5.5905620588235
3599,Ba1Br2O6,Ba(BrO3)2,5.403711,Indirect,3.90997,15.0,-4.5599452572222
3600,Br1Cs1O4,Cs(BrO4),5.068573,Direct,3.035697,141.0,-4.107806985
3601,Br2O5Sb4,Sb4O5Br2,3.22824,Indirect,2.371508,14.0,-5.2601062640909
3602,Br2O6Sr1,Sr(BrO3)2,5.812752,Indirect,4.218755,9.0,-4.5288702627778
3603,Ba1Ce1O3,Ba(CeO3),4.023862,Direct,2.63906,167.0,-7.375019312
3604,Ba1Ce1O3,Ba(CeO3),4.028405,Direct,2.640922,167.0,-7.381357276
3605,Ba1Ce1O3,BaCeO3,4.027866,Direct,2.641325,167.0,-7.3750514
3606,Ba1Ce1O3,Ba(CeO3),3.941353,Indirect,2.51471,221.0,-7.340372994
3607,Ba1Ce1O3,BaCeO3,4.008526,Indirect,2.514067,221.0,-7.340373112
3608,Ba3O6W1,Ba3(WO6),3.999236,Indirect,2.714143,225.0,-7.39697015
3609,C1Ca1O3,Ca(CO3),6.225013,Indirect,4.251967,59.0,-7.307702217
3610,C1Na2O3,Na2(CO3),5.778527,Indirect,3.97652,12.0,-6.2057549458333
3611,Na2O5Si2,Na2(Si2O5),6.175313,Indirect,4.491834,60.0,-6.7872665511111
3612,Na2O5Si2,Na2(Si2O5),6.187997,Indirect,4.49721,33.0,-6.7813050044444
3613,Na2O7S2,Na2S2O7,7.070075,Indirect,5.153455,2.0,-5.7730202722727
3614,Na2O7Si3,Na2(Si3O7),6.575659,Direct,4.766489,15.0,-6.9787836170833
3615,Mn1O4Sb2,MnSb2O4,2.648623,Indirect,1.799916,135.0,-6.5127707642857
3616,Nb2O7Sn2,Sn2(Nb2O7),1.459686,Indirect,0.84489,227.0,-7.7138486095455
3617,O4S1Zn1,Zn(SO4),6.816588,Indirect,4.954839,196.0,-5.5661811416667
3618,O4S1Zn1,Zn(SO4),6.814029,Indirect,4.952049,216.0,-5.56614442
3619,O7P2Sn2,Sn2(P2O7),4.070979,Direct,3.335556,14.0,-6.7473088481818
3620,Ag1N1O3,Ag(NO3),3.623656,Indirect,1.693936,160.0,-5.396608034
3621,Ca1N2O6,Ca(NO3)2,0.0,Direct,3.67189,205.0,-6.4235
3622,Ga1N5O14,(NO2)(Ga(NO3)4),3.255514,Direct,1.15929,82.0,-6.085163771
3623,K1N1O2,K(NO2),4.438394,Indirect,2.486507,14.0,-5.749129468125
3624,N1O2Tl1,Tl(NO2),2.861712,Indirect,1.351037,152.0,-5.5915606533333
3625,N2Na2O2,Na2(N2O2),0.0,Direct,3.36173,14.0,-5.6258
3626,Mo3O12Y2,Y2(MoO4)3,4.992961,Indirect,3.619185,60.0,-8.6818962536765
3627,Ba1O3Pb1,Ba(PbO3),0.349271,Direct,0.016113,140.0,-5.770433186
3628,Cl1Na1O3,Na(ClO3),0.563227,Indirect,0.138691,14.0,-4.067711405
3629,Cl8O9Re4,(Re2O3Cl6)(ReO3Cl)2,1.607532,Indirect,0.999937,2.0,-6.27220517
3630,Ba1H4O3,Ba(OH)2(H2O),0.636103,Indirect,0.14024,11.0,-5.134884585
3631,Ce1Li1O2,LiCeO2,0.382662,Direct,2.19133,14.0,-7.00625
3632,Li1O2Tl1,LiTlO2,1.136389,Indirect,0.428405,141.0,-4.59698120125
3633,Na2O4Os1,Na2(OsO4),1.631521,Indirect,0.231135,189.0,-6.1786968157143
3634,Ag2O4Se1,Ag2(SeO4),1.84802,Indirect,0.159935,70.0,-4.5355310835714
3635,Ag3O4P1,Ag3PO4,1.743059,Indirect,0.167521,218.0,-5.237658698125
3636,Ag3O4P1,Ag3(PO4),1.745002,Indirect,0.169338,218.0,-5.23339658375
3637,Au5O2Rb7,Rb3(AuO2)(RbAu)4,1.565381,Indirect,0.559758,71.0,-2.9032116857143
3638,Au5O2Rb7,(RbAu)4(Rb3(AuO2)),1.564499,Indirect,0.558785,71.0,-2.9031685914286
3639,Ba2O3Pd1,Ba2PdO3,1.664447,Indirect,0.041664,71.0,-5.9228948466667
3640,Ba4O1Sb2,Ba4OSb2,1.15696,Direct,0.574063,139.0,-4.4741661014286
3641,Ba5O10Ru2,Ba5(Ru2O10),1.993773,Indirect,0.431998,194.0,-6.6157700817647
3642,Hg2Nb2O7,Hg2(Nb2O7),1.985513,Indirect,0.548458,227.0,-6.7365385904545
3643,Bi2O7Pt2,Bi2Pt2O7,2.027959,Indirect,0.779755,227.0,-5.8690376109091
3644,K2O5S2,K2S2O5,1.660732,Indirect,0.961268,11.0,-5.3197675322222
3645,O6Pb3S1,PbSO4(PbO)2,1.715161,Direct,0.795811,11.0,-5.540362293
