,Material,Chemical_formula,Band_gap_HSE,Direct_or_indirect_HSE,Band_gap_GGA,Space_group_cif,Free_energy
11022,Au1Zn3,AuZn3,0.0,Indirect,0.0,223.0,-1.798536910625
11023,Au2Sr3,Au2Sr3,0.0,Indirect,0.0,148.0,-2.94789997
11024,Au3Hf1,HfAu3,0.0,Indirect,0.0,59.0,-5.4094200525
11025,B1Co1,CoB,0.0,Indirect,0.0,62.0,-7.2739920475
11026,B3Cr5,Cr5B3,0.0,Indirect,0.0,140.0,-8.853036165625
11027,B4V3,V3B4,0.0,Indirect,0.0,71.0,-8.46885213
11028,B6K1,KB6,0.0,Indirect,0.0,221.0,-5.9013570171429
11029,Ba1Zn5,BaZn5,0.0,Indirect,0.0,63.0,-1.4603221166667
11030,Be12Mn1,Be12Mn,0.0,Indirect,0.0,139.0,-4.2270100523077
11031,Be2Cr1,Be2Cr,0.0,Indirect,0.0,194.0,-5.8874063841667
11032,Be2V1,Be2V,0.0,Indirect,0.0,194.0,-5.6963825241667
11033,Bi1S1,BiS,0.0,Indirect,0.0,38.0,-4.174033523
11034,Bi3Ni1,NiBi3,0.0,Indirect,0.0,62.0,-4.306240495
11035,Bi3Sr2,Bi3Sr2,0.0,Indirect,0.0,52.0,-3.6800491705
11036,Br1Cu1,CuBr,2.033199,Direct,1.059131,186.0,-2.351694625
11037,Br1Cu1,CuBr,2.609623,Direct,1.698791,129.0,-2.4094884125
11038,Br3Ru1,RuBr3,1.191474,Indirect,0.07624,59.0,-3.847854628125
11039,C7Lu4,Lu4C7,0.21528,Indirect,0.0,14.0,-7.7870330168182
11040,Ca1F2,CaF2,9.409354,Indirect,7.323753,225.0,-5.76857837
11041,Ca1Ga1,CaGa,0.0,Indirect,0.0,63.0,-2.88169534
11042,Ca3Pb1,Ca3Pb,0.0,Indirect,0.0,221.0,-2.6932739925
11043,Cl2V1,VCl2,4.070783,Direct,3.12463,164.0,-4.92380911
11044,Cd13Cs1,CsCd13,0.0,Indirect,0.0,226.0,-0.82452546392857
11045,Co1Ge2,CoGe2,0.0,Indirect,0.0,41.0,-5.5013333266667
11046,Co1Hf2,Hf2Co,0.0,Indirect,0.0,227.0,-9.2885095945833
11047,Co1Sc2,CoSc2,0.0,Indirect,0.0,140.0,-6.766617155
11048,Co1Sc3,Sc3Co,0.0,Indirect,0.0,62.0,-6.6758215903125
11049,Co1Sn2,CoSn2,0.0,Indirect,0.0,140.0,-4.959720305
11050,Co1Sn3,CoSn3,0.0,Indirect,0.0,142.0,-4.6915227646875
11051,Co1Sn3,CoSn3,0.0,Indirect,0.0,64.0,-4.68975157125
11052,Co1Ta2,CoTa2,0.0,Indirect,0.0,140.0,-10.505519656667
11053,Co1Zr1,CoZr,0.0,Indirect,0.0,221.0,-8.081010895
11054,Co2Zr1,Co2Zr,0.0,Indirect,0.0,227.0,-7.862153175
11055,Co3V1,Co3V,0.0,Indirect,0.0,194.0,-7.6887870245833
11056,Co6Nb7,Nb7Co6,0.0,Indirect,0.0,166.0,-8.8613751453846
11057,Co6Ta7,Ta7Co6,0.0,Indirect,0.0,166.0,-9.9057113546154
11058,Cr1F2,CrF2,3.465435,Indirect,2.226737,14.0,-6.2335521
11059,Cr1F5,CrF5,2.865657,Indirect,1.408739,57.0,-4.6641549233333
11060,Cr1Ga4,CrGa4,0.0,Indirect,0.0,229.0,-4.400717814
11061,Cr1N1,CrN,0.0,Indirect,0.0,59.0,-9.3260031025
11062,Cr1Si2,CrSi2,1.340796,Indirect,0.385326,180.0,-7.1313867544444
11063,Cr1Te1,CrTe,0.0,Indirect,0.0,62.0,-6.35541603
11064,Cr2Hf1,Cr2Hf,0.0,Indirect,0.0,227.0,-9.76200576
11065,Cr3Os1,Cr3Os,0.0,Indirect,0.0,223.0,-9.91544296125
11066,Cr3Si1,Cr3Si,0.0,Indirect,0.0,223.0,-8.82451073375
11067,Cr5Ge3,Cr5Ge3,0.0,Indirect,0.0,140.0,-7.5885140175
11068,Cs1Ga3,CsGa3,0.318128,Indirect,0.034128,119.0,-2.5643057816667
11069,Cu10Zr7,Cu10Zr7,0.0,Indirect,0.0,64.0,-5.8762438017647
11070,Cu1H1,CuH,1.543349,Indirect,0.808766,186.0,-2.783503065
11071,Cu1I1,CuI,2.363252,Direct,1.57517,63.0,-2.1583740125
11072,Cu1Mg2,CuMg2,0.0,Indirect,0.0,70.0,-2.3632818775
11073,Cu1S1,CuS,0.0,Indirect,0.0,194.0,-3.8590839533333
11074,Cu1Se2,CuSe2,0.0,Indirect,0.0,58.0,-3.6672168283333
11075,Cu1Ti2,CuTi2,0.0,Indirect,0.0,139.0,-6.5277764633333
11076,Cu1Zr1,CuZr,0.0,Indirect,0.0,221.0,-6.24594952
11077,Cu2Ga1,GaCu2,0.0,Indirect,0.0,74.0,-3.4472067016667
11078,Cu2S1,Cu2S,1.504086,Indirect,0.662737,96.0,-3.1740746566667
11079,Cu2Sb1,Cu2Sb,0.0,Indirect,0.0,129.0,-3.8499320316667
11080,Cu2Te1,Cu2Te,0.0,Indirect,0.0,191.0,-3.45208847
11081,Cu3Sn1,Cu3Sn,0.0,Indirect,0.0,59.0,-3.7555401425
11082,Cu4Pd1,Cu4Pd,0.0,Indirect,0.0,84.0,-4.1066602965
11083,D1V2,V2D,0.0,Indirect,0.0,8.0,-7.2168392533333
11084,F2V1,VF2,3.732527,Indirect,2.704717,136.0,-6.26870716
11085,F3V1,VF3,2.519931,Direct,1.435818,167.0,-5.94482158375
11086,Fe1Ni1,FeNi,0.0,Indirect,0.0,123.0,-6.8272627
11087,Fe1Ni3,FeNi3,0.0,Indirect,0.0,221.0,-6.2589558775
11088,Fe1S2,FeS2,0.941886,Indirect,0.234383,34.0,-5.08003403
11089,Fe1Se2,FeSe2,1.255596,Direct,0.039027999999999,205.0,-5.4044434375
11090,Fe1Sn1,FeSn,0.0,Indirect,0.0,191.0,-6.0445527033333
11091,Fe1Sn1,FeSn,0.0,Indirect,0.0,194.0,-5.864153135
11092,Fe1Sn2,FeSn2,0.0,Indirect,0.0,140.0,-5.2582800016667
11093,Fe1Ti1,FeTi,0.0,Indirect,0.0,221.0,-8.433979065
11094,Fe2Sc1,Fe2Sc,0.0,Indirect,0.0,194.0,-7.8368041725
11095,Fe2Ta1,Fe2Ta,0.0,Indirect,0.0,194.0,-9.6597529058333
11096,Fe3Pt1,Fe3Pt,0.0,Indirect,0.0,221.0,-7.78187676
11097,Ga1Ni3,GaNi3,0.0,Indirect,0.0,221.0,-5.1346431075
11098,Ga2Ta3,Ta3Ga2,0.0,Indirect,0.0,127.0,-8.533620679
11099,Ga3K1,Ga3K,0.553,Indirect,0.19797,119.0,-2.5961461075
11100,Ga3La5,La5Ga3,0.0,Indirect,0.0,140.0,-4.58377078625
11101,Ga3Pd7,Ga3Pd7,0.0,Indirect,0.0,12.0,-5.131212296
11102,Ga4Nb5,Ga4Nb5,0.0,Indirect,0.0,193.0,-7.2440522088889
11103,Ga9Ni13,Ga9Ni13,0.0,Indirect,0.0,12.0,-4.8401393104545
11104,Ge1Ir1,IrGe,0.0,Indirect,0.0,62.0,-6.9846497725
11105,Ge1Ni2,GeNi2,0.0,Indirect,0.0,194.0,-5.4340425083333
11106,Ge3La5,La5Ge3,0.0,Indirect,0.0,130.0,-5.4576109834375
11107,Hf1Ni3,HfNi3,0.0,Indirect,0.0,166.0,-7.146857675
11108,Hf1Ni3,HfNi3,0.0,Indirect,0.0,194.0,-7.14933443175
11109,Hg1Mn1,HgMn,0.0,Indirect,0.0,221.0,-4.240672805
11110,Hg1Mn1,HgMn,0.0,Indirect,0.0,123.0,-4.264454845
11111,Hg1Na1,HgNa,0.0,Indirect,0.0,63.0,-1.01086931625
11112,Hg1Sc1,HgSc,0.0,Indirect,0.0,221.0,-3.65624156
11113,Hg3Sr1,SrHg3,0.0,Indirect,0.0,62.0,-0.96514687875
11114,Hg3Zr1,Hg3Zr,0.0,Indirect,0.0,221.0,-2.3310725025
11115,I2V1,VI2,3.510757,Indirect,2.666065,164.0,-4.0072098433333
11116,In3Y1,In3Y,0.0,Indirect,0.0,221.0,-3.93730673
11117,Ir1Zr1,ZrIr,0.0,Indirect,0.0,63.0,-9.5755901375
11118,K1Zn13,KZn13,0.0,Indirect,0.0,226.0,-1.1739161492857
11119,La1S1,LaS,0.0,Indirect,0.0,64.0,-6.66146707375
11120,La1Tl3,LaTl3,0.0,Indirect,0.0,221.0,-3.2335404175
11121,La1Zn1,LaZn,0.0,Indirect,0.0,221.0,-3.31900687
11122,La2Rh7,La2Rh7,0.0,Indirect,0.0,166.0,-7.1964552805556
11123,La7Ni16,La7Ni16,0.0,Indirect,0.0,121.0,-5.6437090730435
11124,Li1Pd7,LiPd7,0.0,Indirect,0.0,225.0,-4.97818324625
11125,Li1Pt1,LiPt,0.0,Indirect,0.0,187.0,-4.612348635
11126,Li5Sn2,Li5Sn2,0.0,Indirect,0.0,166.0,-2.8460012742857
11127,Lu1Ni1,LuNi,0.0,Indirect,0.0,62.0,-5.49232418125
11128,Lu1Ni2,LuNi2,0.0,Indirect,0.0,227.0,-5.64205324
11129,Lu1Zn1,LuZn,0.0,Indirect,0.0,221.0,-3.159060225
11130,Lu1Zn5,LuZn5,0.0,Indirect,0.0,194.0,-1.9109704497222
11131,Mn1Pd3,MnPd3,0.0,Indirect,0.0,139.0,-6.38120795375
11132,Mn1Rh1,MnRh,0.0,Indirect,0.0,123.0,-8.295686915
11133,Mn1Te1,MnTe,1.473178,Indirect,0.850068,194.0,-5.52097475
11134,Mn1Te1,MnTe,0.0,Indirect,0.0,225.0,-6.0965949425
11135,Mn1Zn3,MnZn3,0.0,Indirect,0.0,221.0,-3.0996683325
11136,Mn3Sb1,Mn3Sb,0.0,Indirect,0.0,221.0,-7.6200173025
11137,Mn3Sn2,Mn3Sn2,0.0,Indirect,0.0,62.0,-6.8322113015
11138,Mo3Sn1,Mo3Sn,0.0,Indirect,0.0,223.0,-9.12779067
11139,Nb1S2,NbS2,0.0,Indirect,0.0,38.0,-7.13351333
11140,Nb1Zn3,NbZn3,0.0,Indirect,0.0,221.0,-3.5192559425
11141,Ni10Zr7,Ni10Zr7,0.0,Indirect,0.0,41.0,-7.1947590055882
11142,Ni10Zr7,Ni10Zr7,0.0,Indirect,0.0,64.0,-7.1947105829412
11143,Ni12P5,Ni12P5,0.0,Indirect,0.0,87.0,-5.9427533405882
11144,Ni1Sb1,NiSb,0.0,Indirect,0.0,194.0,-5.0739551475
11145,Ni1Sb2,NiSb2,0.0,Indirect,0.0,58.0,-4.786244025
11146,Ni1Ta2,NiTa2,0.0,Indirect,0.0,140.0,-9.9680322766667
11147,Ni1V3,NiV3,0.0,Indirect,0.0,223.0,-8.232863655
11148,Ni1Y1,NiY,0.0,Indirect,0.0,62.0,-6.4085599075
11149,Ni2Si1,Ni2Si,0.0,Indirect,0.0,62.0,-6.0089441491667
11150,Ni2Si1,Ni2Si,0.0,Indirect,0.0,62.0,-6.0082654166667
11151,Ni2Zn11,Ni2Zn11,0.0,Indirect,0.0,217.0,-1.9347224434615
11152,Ni3Si1,Ni3Si,0.0,Indirect,0.0,62.0,-5.922872200625
11153,Ni3Ta1,Ni3Ta,0.0,Indirect,0.0,59.0,-7.43777642625
11154,Ni3Ta1,Ni3Ta,0.0,Indirect,0.0,11.0,-7.43871212125
11155,Ni3V1,Ni3V,0.0,Indirect,0.0,139.0,-6.5814261075
11156,Ni5Zr1,Ni5Zr,0.0,Indirect,0.0,216.0,-6.3199762533333
11157,Ni7Sc2,Sc2Ni7,0.0,Indirect,0.0,194.0,-6.0405622677778
11158,O2V1,VO2,1.513875,Indirect,0.776997,10.0,-7.6076968466667
11159,Pt2V1,Pt2V,0.0,Indirect,0.0,71.0,-7.59063977
11160,Rh1Si1,RhSi,0.0,Indirect,0.0,198.0,-7.11908903625
11161,Rh1V1,RhV,0.0,Indirect,0.0,123.0,-8.46901494
11162,Rh3V1,Rh3V,0.0,Indirect,0.0,221.0,-8.0637788875
11163,Ru1V1,RuV,0.0,Indirect,0.0,123.0,-9.312672895
11164,S1Zn1,ZnS,3.483787,Direct,2.720844,160.0,-3.20516510125
11165,S1Zn1,ZnS,3.4815,Direct,2.719943,186.0,-3.204178978125
11166,S1Zn1,ZnS,3.462273,Direct,2.712902,186.0,-3.20460404125
11167,S1Zn1,ZnS,3.462404,Direct,2.713892,186.0,-3.204674562
11168,Sb1Zn1,ZnSb,0.6295,Indirect,0.179755,61.0,-2.302450024375
11169,Si1Y1,YSi,0.0,Indirect,0.0,63.0,-6.78595809
11170,Sn1V3,SnV3,0.0,Indirect,0.0,223.0,-7.72730680375
11171,Sn1V3,SnV3,0.0,Indirect,0.0,194.0,-7.68966134375
11172,Sn3Ti5,Ti5Sn3,0.0,Indirect,0.0,193.0,-6.61994960625
11173,Ti1Zn16,TiZn16,0.0,Indirect,0.0,63.0,-1.5514800385294
11174,Tl3Y1,Tl3Y,0.0,Indirect,0.0,221.0,-3.500627865
11175,V2Zr1,V2Zr,0.0,Indirect,0.0,227.0,-8.75536867
11176,V4Zn5,V4Zn5,0.0,Indirect,0.0,139.0,-4.6397019977778
11177,Y2Zn17,Y2Zn17,0.0,Indirect,0.0,194.0,-1.9118908239474
11178,Zn1Zr1,ZnZr,0.0,Indirect,0.0,221.0,-5.101354045
11179,Zn1Zr2,ZnZr2,0.0,Indirect,0.0,139.0,-6.23018781
11180,B1Fe3O6,Fe3O3(BO3),3.29308,Direct,1.956664,62.0,-7.164658655
11181,B1H4K1,K(BH4),2.136845,Indirect,1.165191,62.0,-3.6129954666667
11182,B1Rh3Y1,Rh3YB,0.0,Indirect,0.0,221.0,-7.771085728
11183,B2Ir1Mo2,Mo2IrB2,0.0,Indirect,0.0,58.0,-9.2478467285
11184,B2Mo2Os1,Mo2OsB2,0.0,Indirect,0.0,58.0,-9.678387103
11185,B2Ni1Ta1,TaNiB2,0.0,Indirect,0.0,62.0,-8.322612115625
11186,B2Ni1W2,W2NiB2,0.0,Indirect,0.0,71.0,-9.422150236
11187,B6Ni20Zn3,Ni6.67ZnB2,0.0,Indirect,0.0,225.0,-5.5640856717241
11188,B6Re1Y2,Y2ReB6,0.0,Indirect,0.0,55.0,-7.8963429138889
11189,Ba1Cd1Ge1,BaCdGe,0.0,Indirect,0.0,194.0,-2.8575944633333
11190,Ba1Cr1S2,BaCrS2,1.978851,Indirect,0.704473,59.0,-5.452548205
11191,Ba1Cu2Sb2,BaCu2Sb2,0.0,Indirect,0.0,129.0,-4.001171055
11192,Ba1Mg2Sn2,BaMg2Sn2,0.0,Indirect,0.0,129.0,-2.997592813
11193,Ba1Mg4Si3,BaMg4Si3,0.0,Indirect,0.0,123.0,-3.29883707375
11194,Ba1N2Zr1,Ba(ZrN2),2.011504,Indirect,1.02513,129.0,-8.07020925
11195,Ba1Ni1S2,BaNiS2,0.410438,Indirect,0.233227,129.0,-4.35972753375
11196,Ba1Ni2P4,BaNi2P4,0.0,Indirect,0.0,71.0,-5.5833274228571
11197,Ba1P4Pd2,BaPd2P4,0.0,Indirect,0.0,139.0,-5.5153559628571
11198,Ba1Pb1Zn1,BaPbZn,0.0,Indirect,0.0,194.0,-2.5893666266667
11199,Ba5In2Sb6,Ba5In2Sb6,0.438238,Indirect,0.0,55.0,-3.8696428776923
11200,Be1Na1Sb1,NaBeSb,1.532692,Indirect,0.897745,194.0,-3.238093005
11201,Be2Ca1P2,CaBe2P2,1.400491,Indirect,0.733952,164.0,-4.77965858
11202,Bi1Fe1O3,Bi(FeO3),3.563223,Direct,2.410091,160.0,-6.276495666
11203,Bi1O4V1,Bi(VO4),3.402258,Indirect,2.530731,60.0,-6.7667706620833
11204,C1Ca4N4,Ca4N2(CN2),2.734333,Indirect,1.787185,62.0,-6.4424447813889
11205,C1D2Y2,Y2CD2,0.0,Indirect,0.0,164.0,-6.32436191
11206,C1Fe3Zn1,Fe3ZnC,0.0,Indirect,0.0,221.0,-6.992934008
11207,C1Ga1Pt3,Pt3GaC,0.0,Indirect,0.0,123.0,-5.753533886
11208,C1Ga1Ta2,Ta2GaC,0.0,Indirect,0.0,194.0,-9.48385144875
11209,C1Ge1Ni3,GeNi3C,0.0,Indirect,0.0,221.0,-5.940872328
11210,C1Ge1Ti2,Ti2GeC,0.0,Indirect,0.0,194.0,-8.09579867125
11211,C1Hf2Pb1,Hf2PbC,0.0,Indirect,0.0,194.0,-8.7990705275
11212,C1I1Y1,Y2C2I2,0.0,Indirect,0.0,12.0,-6.6069862983333
11213,C1In1Nb2,Nb2InC,0.0,Indirect,0.0,194.0,-8.4096587925
11214,C1In1Zr2,InZr2C,0.0,Indirect,0.0,194.0,-7.9255477775
11215,C1La1Rh3,LaRh3C,0.0,Indirect,0.0,221.0,-7.554958522
11216,C1Lu1Rh3,LuRh3C,0.0,Indirect,0.0,221.0,-7.642659834
11217,C1Mn3Zn1,Mn3ZnC,0.0,Indirect,0.0,221.0,-7.4527441
